date,工商银行,中国石化,招商银行,上汽集团,海螺水泥,格力电器,福耀玻璃,分众传媒,双汇发展,华域汽车,老板电器,索菲亚,晨光股份,健帆生物,罗莱生活
2018-01-25,1981643450674.8293,692793396763.6912,689212744028.6333,401240061888.2373,134750012669.4934,330765398019.782,55462692848.27847,87405508924.94696,92636567220.51228,79230321314.74275,49005945520.32288,23960048571.287075,5613439938.716282,3162600964.59107,10062535919.616589
2018-01-26,1987037817099.574,705216294286.8541,690451325060.4266,402390786742.97626,139149657021.98636,342706345971.5314,55723043827.79491,86360823397.69461,93692176030.64659,79516931205.07239,50317803341.44541,24071590007.4861,5602240291.085577,3172118642.9236817,9859763641.701302
2018-01-29,2003224059126.958,710950152722.9097,680343381884.7716,396408242505.48914,139869627184.63965,333034050366.78253,53159254251.64099,84097340009.27315,90690215910.83281,77481763078.14807,48522106924.811615,23061394336.98076,23018387038.49404,3098100067.870719,9915699466.810099
2018-01-30,1962767922924.6636,688970303390.4989,671883025016.6401,395947054605.29224,136069861712.0166,324496287911.0023,53780177343.68455,83342781754.4206,90690188005.66768,75618588236.5578,48075447929.08717,23303097247.39887,23395617424.372192,3062150841.51812,10055569376.978872
2018-01-31,2016704473999.442,676548090186.9675,700146003357.506,395602763080.91956,137709724884.36438,333989464257.17834,54260882575.45354,82994552701.78131,92009793931.37576,75905099237.71114,49787516455.240845,23743127850.209972,23239206769.713173,2979675529.4249015,10964613751.779753
2018-02-01,2070618437196.7847,684193778557.6891,710666821427.1891,401124249387.7049,139789577374.25284,331840020684.8184,53579853570.3811,82820433279.99574,91877891007.91478,76994439531.58362,49173407269.42299,23073773679.94374,22650387370.472965,2918346399.132868,10852730489.530266
2018-02-02,2049056797688.9868,720505272334.4032,711699263418.1732,399169680514.8257,147629058214.60544,331302616314.3108,54000470140.77217,86070616622.81612,94319124935.44093,76707791479.34254,50615575569.48725,22652345070.256245,23321987301.189735,2926807306.9986844,10775807630.481337
2018-02-05,2089501479499.1248,729106464342.2279,719744149512.0896,392842867651.6192,146709066668.1275,322705020893.4649,53619981994.55748,83691071154.15784,92042744390.17203,75647140528.51257,48494177659.06519,22423031608.162697,23322025646.619183,2927862644.207334,10768820476.882465
2018-02-06,2040966591588.411,708083622712.4763,714173996470.881,392842614276.10864,140109604991.54672,318943735740.5443,51516817756.30238,80440885833.56212,89073679499.80318,75647183741.55597,45516778820.96298,22181322018.743557,22135190172.898376,2907775033.3963633,9692472186.327745
2018-02-07,1922339067764.9011,683238078286.9181,668171540563.1332,391462176922.9186,137109795328.17195,300196341492.0486,51817248791.21248,78757840089.07715,85180774577.02045,75503814702.60265,44018779838.49499,21710322067.094234,21436013281.6508,2921520996.543959,9154004753.0635
2018-02-08,1838755623005.6475,642148229979.321,645273487017.119,377657119053.86975,130630248981.53235,304495103564.641,52658521327.49805,79106032697.60938,82970461615.84781,75245903279.98677,45051560138.48176,21865260878.980274,22116768333.39508,2945836801.6857753,9056102289.03091
2018-02-09,1801008219479.2275,609658172962.0518,633514425521.302,368225384531.216,122990862388.66348,295240756512.5856,50775676996.38502,75739811375.41183,82937459443.77298,72236027381.80217,44195579895.27277,21400431348.24157,21169196040.472874,2848561748.3268805,8636509570.627087
2018-02-12,1782132908172.5798,602013284689.2067,619900382203.362,371791661642.5382,125670676186.49301,307540003463.22784,51376561474.27738,82124047717.7209,87589077667.3317,72580068800.14061,45405095819.798706,22007781881.135555,21390009377.867558,2885568431.6927857,9244908970.185707
