Date,英伟达,特斯拉,微软,亚马逊,Meta
2023-01-17,17.662757873535156,131.49000549316406,233.6969451904297,96.05000305175781,134.3060302734375
2023-01-18,17.338476181030273,128.77999877929688,229.2826385498047,95.45999908447266,131.98428344726562
2023-01-19,16.727828979492188,127.16999816894531,225.510009765625,93.68000030517578,135.0898895263672
2023-01-20,17.79945182800293,133.4199981689453,233.570556640625,97.25,138.2847900390625
2023-01-23,19.150449752807617,143.75,235.865234375,97.5199966430664,142.15443420410156
2023-01-24,19.222286224365234,143.88999938964844,235.3401641845703,96.31999969482422,142.0254669189453
2023-01-25,19.280160903930664,144.42999267578125,233.94973754882812,97.18000030517578,140.3982391357422
2023-01-26,19.758094787597656,160.27000427246094,241.1352081298828,99.22000122070312,146.153076171875
2023-01-27,20.319847106933594,177.89999389648438,241.29075622558594,102.23999786376953,150.5585174560547
2023-01-30,19.119522094726562,166.66000366210938,235.9916229248047,100.55000305175781,145.91493225097656
2023-01-31,19.493688583374023,173.22000122070312,240.950439453125,103.12999725341797,147.81005859375
2023-02-01,20.896570205688477,181.41000366210938,245.7537078857422,105.1500015258789,151.92774963378906
2023-02-02,21.660871505737305,188.27000427246094,257.2757568359375,112.91000366210938,187.30018615722656
2023-02-03,21.0532169342041,189.97999572753906,251.19871520996094,103.38999938964844,185.07760620117188
2023-02-06,21.042247772216797,194.75999450683594,249.66244506835938,102.18000030517578,184.61123657226562
2023-02-07,22.12384033203125,196.80999755859375,260.1537170410156,102.11000061035156,190.12799072265625
2023-02-08,22.155771255493164,201.2899932861328,259.34674072265625,100.05000305175781,182.00173950195312
2023-02-09,22.287477493286133,207.32000732421875,256.3227844238281,98.23999786376953,176.53465270996094
2023-02-10,21.217857360839844,196.88999938964844,255.81719970703125,97.61000061035156,172.7939910888672
2023-02-13,21.73969268798828,194.63999938964844,263.80963134765625,99.54000091552734,178.0328826904297
2023-02-14,22.920068740844727,209.25,264.6361083984375,99.69999694824219,178.08248901367188
2023-02-15,22.71352767944336,214.24000549316406,262.5209655761719,101.16000366210938,175.7805633544922
2023-02-16,21.953222274780273,202.0399932861328,255.5319061279297,98.1500015258789,171.09730529785156
2023-02-17,21.3405818939209,208.30999755859375,251.545166015625,97.19999694824219,171.53390502929688
2023-02-21,20.609207153320312,197.3699951171875,246.291259765625,94.58000183105469,170.74012756347656
2023-02-22,20.707988739013672,200.86000061035156,245.16053771972656,95.79000091552734,169.78758239746094
2023-02-23,23.611536026000977,202.07000732421875,248.33828735351562,95.81999969482422,170.70042419433594
2023-02-24,23.234373092651367,196.8800048828125,242.92837524414062,93.5,169.06326293945312
2023-02-27,23.44889259338379,207.6300048828125,243.84463500976562,93.76000213623047,168.21990966796875
2023-02-28,23.164527893066406,205.7100067138672,243.12332153320312,94.2300033569336,173.5778350830078
2023-03-01,22.64767837524414,202.77000427246094,240.05284118652344,92.16999816894531,172.06968688964844
2023-03-02,23.262311935424805,190.89999389648438,244.7706756591797,92.12999725341797,173.17103576660156
2023-03-03,23.837034225463867,197.7899932861328,248.84512329101562,94.9000015258789,183.80758666992188
2023-03-06,23.501781463623047,193.80999755859375,250.38522338867188,93.75,183.46029663085938
2023-03-07,23.240318298339844,187.7100067138672,247.73387145996094,93.55000305175781,183.07333374023438
2023-03-08,24.131486892700195,182.0,247.2952423095703,93.91999816894531,183.5297393798828
2023-03-09,23.388011932373047,172.9199981689453,245.95008850097656,92.25,180.27529907226562
2023-03-10,22.91797637939453,173.44000244140625,242.31427001953125,90.7300033569336,178.11227416992188
2023-03-13,22.918970108032227,174.47999572753906,247.5096893310547,92.43000030517578,179.49142456054688
2023-03-14,24.01372718811035,183.25999450683594,254.206298828125,94.87999725341797,192.50930786132812
2023-03-15,24.178390502929688,180.4499969482422,258.7389221191406,96.19999694824219,196.2102508544922
2023-03-16,25.48870277404785,184.1300048828125,269.227294921875,100.04000091552734,203.33433532714844
2023-03-17,25.67232894897461,180.1300048828125,272.37567138671875,98.94999694824219,194.08689880371094
2023-03-20,25.846967697143555,183.25,265.35748291015625,97.70999908447266,196.26976013183594
2023-03-21,26.14535903930664,197.5800018310547,266.86834716796875,100.61000061035156,200.58592224121094
2023-03-22,26.413801193237305,191.14999389648438,265.4159851074219,98.69999694824219,198.25418090820312
2023-03-23,27.135324478149414,192.22000122070312,270.6504211425781,98.70999908447266,202.6894073486328
2023-03-24,26.72416877746582,190.41000366210938,273.4869384765625,98.12999725341797,204.40591430664062
2023-03-27,26.4766788482666,191.80999755859375,269.4027099609375,98.04000091552734,201.26060485839844
2023-03-28,26.355928421020508,189.19000244140625,268.28173828125,97.23999786376953,199.11741638183594
2023-03-29,26.92874526977539,193.8800048828125,273.428466796875,100.25,203.75108337402344
2023-03-30,27.32693099975586,195.27999877929688,276.87908935546875,102.0,206.22166442871094
2023-03-31,27.720125198364258,207.4600067138672,281.02178955078125,103.29000091552734,210.28976440429688
2023-04-03,27.907739639282227,194.77000427246094,279.97882080078125,102.41000366210938,211.41098022460938
2023-04-04,27.396785736083984,192.5800018310547,279.93011474609375,103.94999694824219,213.04812622070312
2023-04-05,26.825958251953125,185.52000427246094,277.1617126464844,101.0999984741211,209.83334350585938
2023-04-06,26.981639862060547,185.05999755859375,284.23846435546875,102.05999755859375,214.41737365722656
2023-04-10,27.522525787353516,184.50999450683594,282.0843200683594,102.16999816894531,213.077880859375
2023-04-11,27.113367080688477,186.7899932861328,275.6898498535156,99.91999816894531,212.18487548828125
2023-04-12,26.440750122070312,180.5399932861328,276.3332214355469,97.83000183105469,212.3336944580078
2023-04-13,26.4088134765625,185.89999389648438,282.52288818359375,102.4000015258789,218.63427734375
2023-04-14,26.70320701599121,185.0,278.91632080078125,102.51000213623047,219.76539611816406
2023-04-17,26.94670867919922,187.0399932861328,281.5091247558594,102.73999786376953,217.15589904785156
2023-04-18,27.6103515625,184.30999755859375,281.0900573730469,102.30000305175781,216.19342041015625
2023-04-19,27.873807907104492,180.58999633789062,281.16802978515625,104.30000305175781,214.02047729492188
2023-04-20,27.04850196838379,162.99000549316406,278.8870849609375,103.80999755859375,211.41098022460938
2023-04-21,27.063467025756836,165.0800018310547,278.5459289550781,106.95999908447266,211.23236083984375
2023-04-24,26.986629486083984,162.5500030517578,274.6566162109375,106.20999908447266,211.1331329345703
2023-04-25,26.18726921081543,160.6699981689453,268.4669494628906,102.56999969482422,205.93394470214844
2023-04-26,26.90080451965332,153.75,287.91326904296875,104.9800033569336,207.76951599121094
2023-04-27,27.170255661010742,160.19000244140625,297.1343994140625,109.81999969482422,236.70248413085938
2023-04-28,27.692180633544922,164.30999755859375,299.5032043457031,105.44999694824219,238.44879150390625
2023-05-01,28.850805282592773,161.8300018310547,297.8460693359375,102.05000305175781,241.28651428222656
